BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod,,Difference_Size
48674,Red-X_v1,Irish Red Ale,86.07,1.0548,1.0077,4.69,33.25,25.79,103.15,80,1.0398,70,All Grain,,17.08
50113,Whipped,Irish Cream Ale,86.09,1.0608,1.0114,4.89,19.7,4.57,103.15,60,1.0377,65,All Grain,,17.06
53550,Nenna IRA Red X,Irish Red Ale,86.14,1.0581,1.0122,4.26,24.96,12.63,103.18,60,1.0291,68,All Grain,,17.03
57636,Brooklyn Lager Inspired Beer,Irish Lager,86.19,1.059,1.0113,4.73,30.74,7.14,103.22,60,1.0377,74,All Grain,,17.03
58039,Red Ale,Irish Red Ale,86.2,1.0618,1.0133,4.65,24.63,14.6,103.25,60,1.0393,68,BIAB,,17.05
59482,Boston Lager Clone,Irish Lager,86.22,1.0774,1.0108,7.41,27.33,9.26,103.3,60,1.0504,70,All Grain,,17.07
61413,Irish Cream Ale,Irish Cream Ale,86.23,1.0608,1.0114,4.89,16.27,2.92,103.33,60,1.0363,70,BIAB,,17.11
61836,ˆstra rikets barrskog,Irish Lager,86.3,1.0639,1.0138,5.07,40.2,5.08,103.34,90,1.0451,75,All Grain,,17.05
62665,Belgian Ale #56,Irish Pale Ale,86.3,1.0673,1.0096,6.35,34.83,3.41,103.37,60,1.0437,70,BIAB,,17.07
63175,Bjereds JuleStout,Irish Extra Stout,86.32,1.0687,1.016,5.18,53.24,27.46,103.43,60,1.0495,65,All Grain,,17.11
66609,Redemption?,Irish Red Ale,86.34,1.0767,1.0117,7.26,32.65,16.14,103.56,60,1.0521,70,BIAB,,17.21
67916,M'oiselle,Irish Pale Ale,86.43,1.0617,1.015,4.47,25.36,16.62,103.59,60,1.0357,80,All Grain,,17.16
69157,Summer 2018 Irish Cream Ale,Irish Cream Ale,86.44,1.0537,1.0108,4.17,21.17,3.38,103.6,90,1.0341,78,All Grain,,17.16
73504,Irish Red,Irish Red Ale,86.44,1.0605,1.0124,4.7,19.95,13.7,103.61,60,1.0478,69,All Grain,,17.17
39540,Guenther red ale,Irish Red Ale,86.48,1.0741,1.0117,6.77,18.43,14.24,103.61,60,1.0491,75,All Grain,,17.13
5297,Massive Red,Irish Red Ale,86.5,1.0849,1.0209,7.97,26.25,12.83,103.62,75,1.0417,77,All Grain,,17.13
33665,Honey Wheat Sour,Irish Pale Ale,86.51,1.0757,1.0138,6.81,3.9,4.98,103.66,60,1.048,74,All Grain,,17.15
61822,Sucker Saison,Irish Pale Ale,86.51,1.0792,1.0117,7.61,49.35,4.46,103.68,60,1.0466,71,BIAB,,17.17
5219,U8 : La Discorde,Irish Red Ale,86.53,1.0657,1.0127,5.54,28.26,11.32,103.69,60,1.0456,64,All Grain,,17.15
26529,Smoked Red Ale,Irish Red Ale,86.53,1.072,1.0128,6.5,39.96,24.08,103.69,60,1.0304,61,BIAB,,17.16
67393,Saturday,Irish Cream Ale,86.54,1.0562,1.0079,4.97,20.47,3.86,103.76,80,1.0419,72,All Grain,,17.22
4174,Irish Extra Stout,Irish Extra Stout,86.55,1.0696,1.0116,6.42,46.83,47.63,103.92,60,1.0478,70,BIAB,,17.37
22209,My Irish Stout,Irish Dry Stout,86.71,1.0664,1.0152,4.95,38.61,40.19,103.98,60,1.0458,70,All Grain,,17.27
27139,Batch 7 lager,Irish Lager,86.74,1.0632,1.0084,6.1,22.76,6.63,104,60,1.036,68,All Grain,,17.26
30991,Belgian Blonde G.,Irish Pale Ale,86.79,1.075,1.0128,6.79,20.19,4.95,104.05,90,1.0492,75,All Grain,,17.27
33101,Blonde,Irish Pale Ale,86.88,1.0537,1.0049,4.96,33.05,4.99,104.07,60,1.0358,75,All Grain,,17.19
34623,Steve's Irish Cream Ale G,Irish Cream Ale,86.96,1.0645,1.0095,5.96,15.03,4.27,104.13,90,1.0387,75,All Grain,,17.17
35166,Genesse Irish Cream Ale Clone,Irish Cream Ale,86.96,1.0627,1.0115,5.43,26.22,4.97,104.14,60,1.0402,80,All Grain,,17.18
39898,Irish Cream Ale (GFunk),Irish Cream Ale,86.99,1.0705,1.0146,5.97,16.51,3.45,104.2,90,1.0431,71,All Grain,,17.21
40297,Molly B'dam's Irish Red,Irish Red Ale,87,1.0668,1.0145,5.4,24.49,17.34,104.2,60,1.0458,73,All Grain,,17.2
41984,Atypical Light,Irish Red Ale,87.06,1.0547,1.0102,4.33,18.74,18.27,104.35,60,1.0345,70,All Grain,,17.29
42112,Yopper's Irish Cream Ale,Irish Cream Ale,87.07,1.0696,1.0107,6.47,18.13,6.52,104.47,60,1.0401,75,All Grain,,17.4
44021,Irish Red Ale,Irish Red Ale,87.08,1.0674,1.0181,4.25,32.44,13.03,104.48,90,1.0397,75,All Grain,,17.4
45365,Cream of Three Crops,Irish Cream Ale,87.19,1.0406,1.0057,3.03,16.18,2.46,104.54,90,1.0206,75,BIAB,,17.35
48106,Dead Man Walking - Irish Coffee Stout,Irish Extra Stout,87.2,1.0781,1.0196,6.28,57.83,49.45,104.62,60,1.0533,70,All Grain,,17.42
55854,Irish Red Ale,Irish Red Ale,87.21,1.0636,1.0143,4.73,20.99,18.15,104.62,60,1.0429,72,All Grain,,17.41
57453,C.R.E.A.M.,Irish Cream Ale,87.22,1.0548,1.0089,4.48,18.87,3.6,104.66,60,1.0375,72,BIAB,,17.44
59217,Irish Cream Ale,Irish Cream Ale,87.23,1.055,1.0068,5,18.89,3.89,104.72,90,1.0242,70,All Grain,,17.49
61146,Dry Irish Stout,Irish Dry Stout,87.24,1.0487,1.0109,3.2,34.38,34.15,104.74,60,1.03,72,All Grain,,17.5
67541,Barefoot Belgian Rye Pale - DIY Brewhouse...,Irish Pale Ale,87.25,1.0642,1.0115,5.43,33.64,7.97,104.74,60,1.0422,70,All Grain,,17.49
73325,Paulaner,Irish Cream Ale,87.26,1.0669,1.0136,5.51,26.51,8.58,104.89,60,1.0426,75,All Grain,,17.63
39386,Irish Red w/ Bramble Fruit,Irish Red Ale,87.28,1.0652,1.0135,5.1,20,19.14,104.97,60,1.0394,72,All Grain,,17.68
42280,Belgian Pale Ale,Irish Pale Ale,87.3,1.0585,1.0131,4.4,24.48,7.13,105.01,90,1.0367,65,All Grain,,17.71
14599,Irish Red AleMardi Gras,Irish Red Ale,87.3,1.0677,1.0145,5.31,19.11,15.2,105.02,60,1.0339,65,All Grain,,17.72
41283,Vienna Lager,Irish Lager,87.32,1.0543,1.0101,4.09,27.37,10.49,105.04,60,1.0344,70,All Grain,,17.71
48679,Lake House Luck of the Red Irish Ale,Irish Red Ale,87.34,1.0703,1.0162,5.69,24.3,16.5,105.16,90,1.0484,80,All Grain,,17.83
52706,Vienna Lager,Irish Lager,87.4,1.0752,1.019,5.63,20.91,11.08,105.19,60,1.0521,69,All Grain,,17.78
6973,Paul O'Ducos,Irish Red Ale,87.41,1.0616,1.0141,4.36,20.15,14.23,105.19,60,1.0355,69,All Grain,,17.78
4715,Golden Age,Irish Pale Ale,87.41,1.0601,1.014,4.19,20.91,7.43,105.22,60,1.0382,65,Partial Mash,,17.81
7713,FBB Miller Lite,Irish Cream Ale,87.51,1.0352,1.0042,1.34,20.39,1.96,105.24,90,1.0132,75,All Grain,,17.73
12777,Belgian Blonde,Irish Pale Ale,87.54,1.079,1.0191,6.51,31.71,5.64,105.28,90,1.0548,70,BIAB,,17.74
16414,RedHead,Irish Red Ale,87.6,1.0525,1.0138,3.14,23.23,15.97,105.29,60,1.032,72,All Grain,,17.7
17034,European Emperors Ale,Irish Pale Ale,87.6,1.0636,1.0142,4.71,37.43,11.53,105.34,60,1.048,65,All Grain,,17.74
18207,Bl?d? ?l?,Irish Pale Ale,87.61,1.0647,1.0148,4.92,25.28,5.55,105.35,70,1.0503,70,All Grain,,17.74
20591,McCully Red,Irish Red Ale,87.64,1.0524,1.0076,4.26,23.34,9.76,105.45,60,1.0294,75,All Grain,,17.81
33649,Vienna,Irish Lager,87.64,1.0678,1.0145,5.5,23.07,9.93,105.5,60,1.0499,65,All Grain,,17.86
35329,Awesome Recipe,Irish Cream Ale,87.64,1.0704,1.0146,5.87,20.23,8.87,105.52,60,1.0507,75,All Grain,,17.87
37751,T-B Red ale,Irish Red Ale,87.66,1.0545,1.0101,4.19,37.72,12.4,105.57,90,1.0345,78,BIAB,,17.9
40393,P'stir Red Ale,Irish Red Ale,87.68,1.0656,1.0126,5.42,27.28,21.2,105.57,60,1.0167,70,All Grain,,17.89
46331,Williams - Caesar Augustus,Irish Cream Ale,87.73,1.0448,1.0086,2.83,32.61,4.04,105.58,60,1.0214,70,All Grain,,17.85
49335,Viennale#1,Irish Lager,87.76,1.0766,1.0117,7.22,24.22,6.18,105.62,60,1.0549,75,Partial Mash,,17.86
53609,Bru'n Dry Stout (orig),Irish Dry Stout,87.78,1.0481,1.0109,2.85,35.34,32.74,105.62,60,1.0237,76,All Grain,,17.84
57994,American Irish Red,Irish Red Ale,87.8,1.0644,1.0105,5.87,20.67,13.95,105.68,60,1.0453,72,All Grain,,17.88
69476,Stout,Irish Dry Stout,87.83,1.0438,1.0059,3.31,30.59,31.35,105.68,60,1.0231,62,BIAB,,17.85
69922,Spicy Vienna,Irish Lager,87.93,1.0527,1.0119,3.53,27.82,5.17,105.71,90,1.0332,80,All Grain,,17.78
70481,Goldbrau,Irish Lager,87.95,1.0715,1.0154,5.98,20.3,7,105.76,60,1.0483,80,All Grain,,17.81
72293,Red,Irish Red Ale,87.98,1.068,1.0136,5.71,41.92,17.25,105.77,60,1.0479,65,All Grain,,17.79
69703,Dry Irish Stout,Irish Dry Stout,88,1.046,1.0108,2.56,43.28,37.72,105.79,60,1.0251,68,All Grain,,17.79
72309,Ono-Irish Red Ale,Irish Red Ale,88.05,1.0579,1.0129,4.56,28.85,12.68,105.8,60,1.0436,75,All Grain,,17.75
13942,Belgian Pale Ale,Irish Pale Ale,88.07,1.0654,1.0135,5.27,22.46,8.34,105.82,90,1.0426,76,All Grain,,17.74
53900,Irish Stout,Irish Dry Stout,88.09,1.0672,1.0106,6.12,43.99,50,105.82,90,1.0376,70,All Grain,,17.73
59809,Le Pale Ale Belgique,Irish Pale Ale,88.1,1.0588,1.0113,4.55,26.34,11.08,105.82,90,1.0316,70,All Grain,,17.72
58392,Dry Irish Stout 2,Irish Dry Stout,88.12,1.0542,1.012,3.82,33.8,38.37,105.87,90,1.0349,75,All Grain,,17.75
63482,Stacy's Irish Cream Ale II,Irish Cream Ale,88.14,1.0668,1.0136,5.42,21.09,4.85,105.9,90,1.0369,75,All Grain,,17.77
69946,Stacy's Irish Cream,Irish Red Ale,88.19,1.0581,1.0131,4.18,21.52,21.07,105.9,90,1.032,70,All Grain,,17.71
485,Three Micks Irish Red Ale 1.2,Irish Red Ale,88.21,1.0714,1.0154,5.81,25.49,18.39,105.92,60,1.0472,70,All Grain,,17.71
612,NixonBrew - Yuengling Lager Clone,Irish Lager,88.22,1.063,1.0105,5.64,13.74,12.65,106,60,1.033,70,All Grain,,17.77
676,Thick-Assed Ginger Lass,Irish Red Ale,88.25,1.0701,1.0161,5.62,20.78,17.32,106,60,1.046,70,All Grain,,17.75
734,Vienna Lager,Irish Lager,88.43,1.0676,1.016,5.11,22.87,9.6,106.02,60,1.0447,70,All Grain,,17.59
816,Belgian Blonde,Irish Pale Ale,88.45,1.0736,1.0171,5.93,30.61,8.66,106.05,60,1.0416,80,All Grain,,17.61
893,Irish Cream Ale - Prohibition Style,Irish Cream Ale,88.46,1.0634,1.015,4.44,17.41,3.23,106.1,60,1.0357,70,All Grain,,17.64
937,Irish Red,Irish Red Ale,88.48,1.0699,1.0161,5.38,35.91,15.5,106.11,60,1.0415,70,All Grain,,17.63
1271,Summer Daze,Irish Cream Ale,88.48,1.0505,1.0087,3.71,17.31,4.23,106.13,60,1.0342,75,BIAB,,17.65
1781,Tex-Mex Vienna Lager V. 1.0,Irish Lager,88.54,1.0571,1.0122,4.36,25.6,13.91,106.15,90,1.0403,70,All Grain,,17.62
1864,Vanilla Caramel Irish Cream Ale,Irish Cream Ale,88.55,1.0668,1.0145,5.45,22.95,9.85,106.18,60,1.0411,75,All Grain,,17.63
1943,Irish Cream Ale,Irish Cream Ale,88.56,1.0474,1.0098,3.23,18.21,3.44,106.2,60,1.0399,75,BIAB,,17.64
1977,Evil Twin Clone,Irish Red Ale,88.57,1.0747,1.0156,6.41,19.99,21.11,106.2,90,1.0495,70,All Grain,,17.63
2105,Vienna Lager 1,Irish Lager,88.58,1.0687,1.0161,5.21,25.25,10.04,106.21,90,1.0415,75,All Grain,,17.63
2210,Honey lemongrass lemonthyme rye ginger,Irish Red Ale,88.59,1.0752,1.0181,5.98,9.67,10.14,106.24,60,1.0417,70,All Grain,,17.65
2295,Ode to Sleep - Coffee Irish Cream Ale,Irish Cream Ale,88.6,1.0759,1.0117,7.09,54.68,7.44,106.27,60,1.0535,81,All Grain,,17.67
2315,Irish Red,Irish Red Ale,88.61,1.0729,1.0155,6.16,32.64,16.38,106.29,60,1.0414,70,All Grain,,17.68
2323,...Because I'm... German,Irish Lager,88.63,1.0599,1.014,4.1,26.61,11.98,106.3,90,1.041,71,All Grain,,17.67
2437,Dreamsicle Irish Cream Ale,Irish Cream Ale,88.69,1.0743,1.0181,5.72,12.5,4.62,106.32,60,1.0489,70,All Grain,,17.63
2501,Irish Red4,Irish Red Ale,88.74,1.0737,1.0172,6.03,38.19,18.84,106.36,60,1.0435,70,All Grain,,17.62
3084,Homeless refusal,Irish Red Ale,88.75,1.0601,1.014,4.19,28.19,12.8,106.42,90,1.0382,70,All Grain,,17.68
3096,NHC Belgian Pale Ale,Irish Pale Ale,88.76,1.0656,1.0126,5.47,28.72,8.19,106.44,60,1.0406,76,All Grain,,17.67
3175,B0D Red Rocket Ale ? 03.27.15,Irish Red Ale,88.78,1.088,1.0195,8.43,74.8,20.96,106.49,70,1.0608,83,BIAB,,17.7
3227,I Blue Irish Cream Ale,Irish Cream Ale,88.8,1.0569,1.0122,4.17,18.87,4,106.52,60,1.0332,75,All Grain,,17.73
3956,Belgian Pale Ale,Irish Pale Ale,88.8,1.0631,1.0094,5.79,25.48,7.97,106.52,90,1.0387,78,All Grain,,17.72
4101,Angry Leprechaun - St. Paddy's 2013,Irish Red Ale,88.8,1.0648,1.0151,4.54,22.29,13.4,106.53,60,1.0412,70,Partial Mash,,17.73
4307,6 Hilda Red,Irish Red Ale,88.85,1.0652,1.0143,5.18,22.46,14.55,106.56,60,1.0429,70,All Grain,,17.71
4427,McTony's Irish Red Ale,Irish Red Ale,88.87,1.0726,1.0163,5.99,27.7,21.15,106.58,90,1.0484,73,All Grain,,17.71
4529,Awesome Recipe,Irish Cream Ale,88.88,1.0767,1.0179,6.37,35,9.22,106.6,60,1.0417,70,All Grain,,17.72
4612,Bishop Garity's Irish Red,Irish Red Ale,88.88,1.0663,1.016,4.83,26.23,15.96,106.61,60,1.0414,70,All Grain,,17.73
4623,Munich Lager,Irish Lager,88.93,1.0664,1.0152,4.93,25.19,10.7,106.69,90,1.0432,70,All Grain,,17.76
4870,Sam's Lager Clone,Irish Lager,88.95,1.0669,1.0136,5.62,24.11,7.47,106.71,60,1.0409,75,All Grain,,17.76
4910,Smoke Red,Irish Red Ale,88.96,1.0723,1.017,5.8,25.73,18.39,106.71,60,1.0416,70,All Grain,,17.75
6570,Redwallon Iter2,Irish Red Ale,88.98,1.0692,1.0137,5.91,24.18,21.99,106.72,60,1.0409,77,All Grain,,17.74
6626,Hairy Man Caramel Chile Irish Cream Ale,Irish Cream Ale,88.98,1.081,1.0167,7.41,17.8,23.11,106.84,60,1.0415,75,All Grain,,17.86
6682,Irish Cream Ale,Irish Cream Ale,89.05,1.0643,1.0105,5.79,18.29,3.44,106.95,60,1.0453,74,All Grain,,17.89
7256,Drop Dead Irish Red,Irish Red Ale,89.08,1.0703,1.0154,5.69,23.51,15.41,106.96,60,1.0459,62,All Grain,,17.88
7860,AHS Imperial Irish Red,Irish Red Ale,89.11,1.0817,1.0196,7.13,41.77,17.53,107.12,60,1.0565,70,All Grain,,18.01
8046,Belgian IPA,Irish Pale Ale,89.11,1.0577,1.009,4.95,46.43,7.23,107.16,60,1.0342,66,All Grain,,18.05
8072,B9G Irish Red Ale ? 06.19.15,Irish Red Ale,89.15,1.0745,1.0177,6.09,26.23,17.14,107.22,60,1.0503,74,BIAB,,18.07
9180,Irish Cream Ale (5 BIAB),Irish Cream Ale,89.16,1.0571,1.0112,4.29,18.58,3.79,107.34,60,1.0347,70,BIAB,,18.18
9582,Irish Glow,Irish Red Ale,89.16,1.0724,1.0171,5.82,25.75,18.6,107.36,60,1.0528,70,All Grain,,18.2
9633,"McCreamy Ale (AKA ""I'm Gunner Irish Cream Ale"")...",Irish Cream Ale,89.18,1.0585,1.0131,4.42,17.36,2.99,107.38,75,1.032,75,All Grain,,18.21
9727,Rarin Red Irish Ale,Irish Red Ale,89.23,1.0471,1.0109,3,20.78,15.29,107.41,60,1.0225,74,All Grain,,18.18
9851,Sour ale,Irish Pale Ale,89.23,1.0672,1.0116,6.19,6.93,3.84,107.5,90,1.0364,67,All Grain,,18.27
10570,Ky Common 5.0,Irish Cream Ale,89.24,1.0581,1.0131,4.09,10.31,12.89,107.52,90,1.0367,75,All Grain,,18.28
11127,Maggie's Irish Red Ale,Irish Red Ale,89.26,1.0595,1.0104,5.34,21.7,17.96,107.55,60,1.0388,77,BIAB,,18.29
11329,Guinness clone,Irish Extra Stout,89.39,1.0589,1.0113,4.64,48.26,30.52,107.57,90,1.0363,70,All Grain,,18.19
11987,Meelin Irish Stout,Irish Dry Stout,89.39,1.0571,1.0122,4.35,38.47,31.86,107.59,60,1.0365,72,BIAB,,18.19
14657,Irish Red,Irish Red Ale,89.48,1.0615,1.015,4.17,26.06,16.91,107.62,75,1.0395,70,All Grain,,18.14
15627,Irish Red Ale,Irish Red Ale,89.52,1.0532,1.01,3.9,18.21,13.3,107.67,60,1.0313,78,BIAB,,18.15
15735,Belgian Wheat,Irish Pale Ale,89.53,1.0683,1.0116,6.08,32.51,6.65,107.68,90,1.0439,70,All Grain,,18.15
16091,Belgian pale ale,Irish Pale Ale,89.63,1.0662,1.0069,6.35,26.83,7.65,107.71,90,1.0398,70,All Grain,,18.08
17021,Vienna SMASH Lager,Irish Lager,89.64,1.0546,1.0101,4.21,33.35,5.82,107.84,90,1.0329,70,All Grain,,18.2
17613,Dry Irish stout,Irish Dry Stout,89.64,1.0689,1.0153,5.68,36.01,39.78,107.86,60,1.0396,70,All Grain,,18.22
17754,Austrian Expatriate,Irish Lager,89.65,1.0648,1.0159,4.57,24.33,11.88,107.89,75,1.0373,70,All Grain,,18.24
18437,Belgian Pale,Irish Pale Ale,89.69,1.0521,1.01,3.77,16.37,12.08,107.9,60,1.0312,73,All Grain,,18.22
19700,Poppamacorn Irish Cream Ale,Irish Cream Ale,89.7,1.0504,1.0087,3.68,31.66,4.15,107.94,60,1.0342,70,All Grain,,18.23
19928,Lawnmower beer #7,Irish Cream Ale,89.7,1.0682,1.0127,6.03,19.02,3.31,107.98,75,1.0442,70,All Grain,,18.28
20038,Belgian Red Ale,Irish Red Ale,89.73,1.0698,1.0168,5.08,55.36,22.36,107.99,60,1.0396,65,BIAB,,18.27
20529,Garda Irish Red,Irish Red Ale,89.76,1.0559,1.0102,4.5,26.17,19.63,108.02,60,1.0284,65,All Grain,,18.26
20974,Belgian Pale Pumpkin Ale,Irish Pale Ale,89.76,1.0633,1.015,4.35,22.59,8.67,108.13,90,1.0458,70,All Grain,,18.37
20992,Emory Vienna Lager Partial Mash,Irish Lager,89.82,1.0578,1.0081,5.34,27.09,13.75,108.13,75,1.036,65,Partial Mash,,18.32
20998,Irish Cream Ale,Irish Cream Ale,89.82,1.0435,1.0058,3.28,18.89,2.56,108.21,90,1.0229,68,All Grain,,18.38
21123,Unicorns Blood,Irish Red Ale,89.83,1.0749,1.0156,6.52,18.89,16.48,108.21,60,1.05,70,All Grain,,18.38
21512,Kilkenny,Irish Red Ale,89.85,1.0763,1.0173,6.43,20.15,15.26,108.24,60,1.0518,65,All Grain,,18.39
21624,06 - Scream Queen - Irish Cream Ale,Irish Cream Ale,89.88,1.0592,1.0114,4.95,16.81,4.66,108.24,90,1.0348,70,All Grain,,18.36
21718,IRISH RED ALE,Irish Red Ale,89.93,1.0552,1.0131,3.82,22.85,13.48,108.27,60,1.0354,70,All Grain,,18.34
21999,Emory Flat Tired Belgian V2,Irish Pale Ale,90.01,1.065,1.0152,4.88,26.76,10.73,108.29,75,1.0432,75,All Grain,,18.28
22356,Big Belgian Pale,Irish Pale Ale,90.02,1.079,1.0187,6.64,30.96,13.73,108.31,75,1.0503,63,BIAB,,18.29
22463,Dublin stout,Irish Dry Stout,90.13,1.085,1.0193,7.95,44.58,9.62,108.31,90,1.0596,70,All Grain,,18.19
22932,California Spring,Irish Cream Ale,90.13,1.0598,1.0158,3.9,33.8,7.91,108.32,60,1.0384,75,All Grain,,18.19
23077,West Coast Radical,Irish Red Ale,90.22,1.0667,1.0144,5.34,44.12,11.08,108.32,60,1.0371,70,All Grain,,18.1
23175,Lime Irish Cream Ale,Irish Cream Ale,90.24,1.0506,1.0087,3.73,35.15,3.12,108.4,90,1.0342,70,All Grain,,18.16
23735,Luck of the Fryish,Irish Red Ale,90.26,1.0703,1.0162,5.69,25.84,15.92,108.41,60,1.0474,65,All Grain,,18.15
23899,Vienna SMASH Lager,Irish Lager,90.31,1.0546,1.0101,4.21,19.29,5.82,108.42,90,1.0329,74,All Grain,,18.11
24862,Cascade Irish Cream Ale,Irish Cream Ale,90.35,1.0671,1.0106,6.05,21.52,6.84,108.59,60,1.0363,70,All Grain,,18.24
26473,Miller Time!,Irish Cream Ale,90.36,1.0356,1.0038,1.36,16.79,1.96,108.6,60,1.015,77,BIAB,,18.24
26605,Spotted Crow,Irish Cream Ale,90.36,1.0653,1.0143,5.2,18.33,4.88,108.65,60,1.043,65,All Grain,,18.28
26859,Singel,Irish Pale Ale,90.37,1.0556,1.0121,4.09,32.88,3.21,108.65,60,1.035,68,All Grain,,18.28
26879,Belgian Session IPA,Irish Pale Ale,90.39,1.0492,1.0063,3.94,39.25,5.75,108.67,60,1.0323,65,BIAB,,18.29
26938,Sally 1,Irish Pale Ale,90.44,1.0641,1.0126,5.29,27.39,8.24,108.71,90,1.0405,65,All Grain,,18.26
27172,Vanilla Irish Cream Ale,Irish Cream Ale,90.48,1.068,1.0145,5.62,23.06,7.66,108.71,60,1.0445,70,All Grain,,18.22
27294,Peaches and Cream,Irish Cream Ale,90.52,1.0621,1.0133,4.89,33.32,3.1,108.73,90,1.0337,70,All Grain,,18.21
27860,El Squid Roe,Irish Lager,90.54,1.0574,1.0102,4.58,24.38,9.1,108.75,60,1.0399,75,All Grain,,18.21
28351,110 Irish Red,Irish Red Ale,90.59,1.0665,1.0153,5.07,20.99,13.74,108.75,60,1.0432,75,BIAB,,18.16
28501,DBL (Double Batch Lite),Irish Cream Ale,90.6,1.0836,1.0188,7.56,31.64,4.42,108.77,60,1.0605,70,All Grain,,18.17
28609,Irish Red Ale,Irish Red Ale,90.64,1.052,1.01,3.7,22.03,10.4,108.77,60,1.0298,75,All Grain,,18.13
28693,Antwerp Afternoon,Irish Pale Ale,90.64,1.0626,1.0125,5.2,29.38,6.81,108.81,90,1.0391,78,All Grain,,18.17
28790,Ryerish Red Rale (BrewUnited Challenge),Irish Red Ale,90.66,1.0566,1.0121,4.06,31.83,15.83,108.83,90,1.0351,74,All Grain,,18.17
30912,RUABEOIR,Irish Red Ale,90.66,1.0768,1.0179,6.46,28.85,18.78,108.91,60,1.0488,70,All Grain,,18.25
31371,Mexican-ish vienna,Irish Lager,90.68,1.0636,1.0143,4.8,26.64,3.84,108.92,60,1.0356,72,All Grain,,18.24
31961,Irish Cream Ale,Irish Cream Ale,90.7,1.0516,1.0099,3.53,12.78,3.02,108.94,60,1.0298,68,All Grain,,18.23
33012,FAT TIRE,Irish Pale Ale,90.75,1.0727,1.0163,6.03,20.52,9.78,109,90,1.0485,75,All Grain,,18.25
33529,KARPS Stout,Irish Dry Stout,90.77,1.0482,1.0118,2.99,20.97,31.85,109.01,60,1.0289,67,All Grain,,18.24
33590,DeKoninck Clone,Irish Pale Ale,90.81,1.0566,1.0121,4.07,27.26,8.89,109.03,60,1.0403,82,All Grain,,18.22
33837,The Blonde from Brussels,Irish Pale Ale,90.83,1.0777,1.0157,7,20.69,6.43,109.05,75,1.0396,70,All Grain,,18.23
33994,Bel haven 80 Shilling,Irish Red Ale,90.84,1.0486,1.0109,3.12,27.84,8.32,109.06,60,1.0285,70,All Grain,,18.22
34358,Das Irish Cream Ale,Irish Cream Ale,90.95,1.0491,1.0063,3.89,16.29,2.52,109.08,60,1.0279,77,BIAB,,18.13
34389,Belgian Antwerp Pale 5gal,Irish Pale Ale,90.95,1.0557,1.0102,4.32,39.99,3.14,109.1,90,1.0284,70,All Grain,,18.15
35506,Raging Flounder,Irish Red Ale,91,1.0752,1.0177,6.15,33.94,25.76,109.13,60,1.0503,75,All Grain,,18.12
35509,BPA 13 Jun 2015,Irish Pale Ale,91.04,1.0539,1.012,3.66,27.23,9.3,109.13,90,1.0271,70,All Grain,,18.09
35842,Hazelnut Irish Cream Ale,Irish Cream Ale,91.04,1.0743,1.0181,5.76,24.77,7,109.16,60,1.0462,70,All Grain,,18.11
37302,Irish red,Irish Red Ale,91.05,1.0557,1.0112,4.17,24.23,13.72,109.32,60,1.0287,70,All Grain,,18.27
37326,Irish Red,Irish Red Ale,91.09,1.0696,1.0107,6.39,29.24,19.82,109.39,60,1.0438,70,BIAB,,18.3
37547,Hoppy Farmhouse #1,Irish Pale Ale,91.1,1.0627,1.0115,5.36,36.58,5.18,109.52,60,1.039,70,All Grain,,18.43
37899,BROOKLYN LAGER CLONE,Irish Lager,91.11,1.0581,1.0122,4.26,34.44,11.94,109.57,75,1.0332,70,BIAB,,18.46
39010,IIWII - IT IS WHAT IT IS!,Irish Pale Ale,91.13,1.0497,1.0118,2.99,29.36,3.64,109.58,60,1.0271,70,BIAB,,18.45
40257,Irish Red Ale MMXVI,Irish Red Ale,91.18,1.0618,1.0141,4.51,21.74,17.81,109.6,60,1.0394,70,All Grain,,18.42
40911,Christian's Red,Irish Red Ale,91.2,1.0737,1.0164,6.03,24.79,17.4,109.61,60,1.0434,70,All Grain,,18.41
41203,Raging Flounder,Irish Red Ale,91.2,1.0752,1.0177,6.15,33.94,25.76,109.61,60,1.0503,75,All Grain,,18.41
41665,Irish Red,Irish Red Ale,91.22,1.0611,1.0092,5.52,25.78,14.98,109.63,60,1.0343,70,All Grain,,18.41
42435,Red Ale / ESB,Irish Red Ale,91.23,1.0712,1.0176,5.38,44.93,17.55,109.64,60,1.0487,70,BIAB,,18.41
42479,6 Hilda Red,Irish Red Ale,91.24,1.0753,1.0178,6.2,25.9,14.36,109.65,60,1.0511,70,All Grain,,18.41
43290,Red Rye PA,Irish Red Ale,91.24,1.0822,1.0203,7.22,69.7,16.79,109.7,60,1.0577,65,All Grain,,18.46
43524,Mackenna's Not Irish Red - AG,Irish Red Ale,91.32,1.0693,1.0153,6,21.49,14.35,109.74,60,1.05,70,All Grain,,18.43
44198,Yoopy Irish Cream Ale,Irish Cream Ale,91.36,1.0709,1.0128,6.3,22.43,3.46,109.77,60,1.0497,80,All Grain,,18.41
44201,JB's Blue Moon,Irish Cream Ale,91.39,1.0683,1.0116,6.2,18.77,4.13,109.83,60,1.0491,75,All Grain,,18.44
44425,Grapefruit pulpn,Irish Cream Ale,91.41,1.0808,1.0167,7.4,53.01,6.15,109.83,60,1.0517,70,All Grain,,18.42
