review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid,,review_average_weighted
3,2,2.5,Irish Cream Ale,3.5,3,Genesee Irish Cream Ale,5,1376,,2.8
4.5,4.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,6.17,104,,4.1
4.5,4,4,Irish Red Ale,3.5,4,Smithwick's Ale,5.32,1822,,3.9
4.5,4.5,4,Irish Cream Ale,4.5,4,Thomas Hooker Blonde Ale,5.49,9801,,4.3
4.5,4,4,Irish Pale Ale,4.5,4,Saint Druon De Sebourg (French Abbey Ale),7.74,7470,,4.1
4.5,4,4.5,Irish Dry Stout,4,4,Riley's Stout,6.63,797,,4.1
4.5,4,4,Irish Pale Ale,4,4,Jade (Biere Biologique),4.13,2428,,4
4.5,4.5,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,5.54,129,,4.4
4.5,4,4.5,Irish Dry Stout,4.5,4,Plain Porter,7.4,5682,,4.2
4.5,4.5,4,Irish Pale Ale,4.5,4,Harpoon Abbey Style Ale (100 Barrel Series #03),4.86,13455,,4.3
4,4,4,Irish Red Ale,4,3.5,Harpoon Celtic Ale,4.52,47298,,3.8
4,4.5,4,Irish Dry Stout,3.5,4,Gritty McDuff's Black Fly Stout,4.32,1149,,4
4,4,4.5,Irish Red Ale,4.5,4,Casco Bay RipTide Red Ale,4.98,714,,4.2
4,4,4,Irish Pale Ale,4,3.5,Harpoon Irish Pale Ale,5.36,33976,,3.8
4,4.5,4.5,Irish Pale Ale,4,4,Petite Orval,4.86,1813,,4.2
4,4,4,Irish Dry Stout,4,3.5,O'Hara's Irish Stout,6.16,1751,,3.8
4,4,4,Irish Pale Ale,3.5,3.5,Maredsous 6 - Blonde,7.25,6972,,3.7
3.5,2.5,3.5,Irish Lager,3,3,Ybor Gold Amber Lager,6.09,18290,,3
3.5,3.5,4,Irish Red Ale,3.5,4,Thomas Hooker Irish Style Red Ale,5.25,7492,,3.7
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Rader Blonde,6.45,31137,,3.6
3.5,3,4,Irish Red Ale,4,3,Murphy's Irish Red Beer,5.89,913,,3.5
3.5,3.5,4,Irish Extra Stout,4,4,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),7.05,55547,,3.9
3,2.5,3.5,Irish Lager,2.5,2,Amber,7.39,5,,2.5
4,3,3.5,Irish Red Ale,3,3,Smithwick's Ale,6.31,1822,,3.1
3.5,4,4,Irish Red Ale,4,3.5,Thomas Hooker Irish Style Red Ale,6.04,7492,,3.8
3,3,4,Irish Cream Ale,3.5,3,Spotted Cow,6.15,1963,,3.3
4.5,4,4,Irish Pale Ale,4.5,4,Columbus,5.27,1407,,4.1
4,3,4.5,Irish Pale Ale,4,3.5,Karma,5.2,23042,,3.7
5,5,5,Irish Lager,5,5,Samuel Adams Boston Lager,7.2,104,,5
4,3,4,Irish Lager,3,3.5,Trader Joe's Vienna Style Lager,5.19,21674,,3.3
4,4,4.5,Irish Pale Ale,4,4,Rare Vos (Amber Ale),5.76,593,,4.1
3.5,3.5,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.93,104,,3.8
3,3,3,Irish Lager,3,3.5,Amber,5.33,5,,3.2
4,2.5,3,Irish Lager,2.5,3,Blue Point Toasted Lager,4.58,2318,,2.7
4,4,3.5,Irish Lager,3,3.5,Samuel Adams Boston Lager,6.75,104,,3.5
2.5,1.5,2,Irish Lager,2,1.5,Tuborg Classic,6.6,9101,,1.7
4,3.5,4,Irish Pale Ale,4,4,Maredsous 6 - Blonde,3.98,6972,,3.9
4,4,4,Irish Dry Stout,4,4,Dry Stout,4.89,3277,,4
4,4,4,Irish Dry Stout,4.5,4,St-Barnabé,5.23,62986,,4.1
4,3.5,3,Irish Pale Ale,3.5,3.5,Cap Espoir,4.22,36138,,3.4
3,2.5,3.5,Irish Extra Stout,3,2.5,Ma Nouère,5.01,33392,,2.8
4.5,3.5,4,Irish Pale Ale,4,4.5,St. Benôit Blonde,7.96,6058,,4
4,3.5,4,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,6.63,703,,3.6
4,3,3,Irish Pale Ale,3,3.5,Little Devils Golden Ale,4.31,56858,,3.2
4,4,4,Irish Pale Ale,4,4.5,Leffe Blonde,5.63,2137,,4.2
4,4,4,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,5.21,129,,4.3
4,3.5,3.5,Irish Lager,3.5,4,Samuel Adams Boston Lager,5.48,104,,3.7
3.5,3.5,3,Irish Pale Ale,3.5,3,Geist Blonde,5.84,57173,,3.3
3,3,4,Irish Dry Stout,3,2.5,Murphy's Irish Stout,5.19,703,,3
4,3.5,3.5,Irish Extra Stout,3,3.5,Asahi Black (Kuronama),6.18,3969,,3.4
2,2.5,3.5,Irish Cream Ale,3,2.5,Pete's Wicked Wanderlust Irish Cream Ale,6.05,19950,,2.8
5,4,4,Irish Pale Ale,4.5,4.5,Springboard,7.55,34717,,4.3
4.5,3.5,4,Irish Dry Stout,4,4,Dry Stout,6.53,3277,,3.9
4.5,4.5,4.5,Irish Pale Ale,4,4,Dernière Volonté,5.09,18272,,4.2
4.5,4,4,Irish Dry Stout,4,4,Dark Starr Stout,6.63,29995,,4
4.5,4.5,4,Irish Pale Ale,4,4.5,Leffe Blonde,5.36,2137,,4.3
4.5,4,4,Irish Dry Stout,4,4,Moylans Dragoons Dry Irish Stout,6.75,21789,,4
4.5,4.5,4,Irish Red Ale,4,4,Danny's Irish Style Red Ale,5.77,40898,,4.1
4.5,4,4.5,Irish Dry Stout,4,4,O'Hara's Irish Stout,5.93,1751,,4.1
4.5,4,4,Irish Red Ale,4,4,Samuel Adams Irish Red,3.33,38365,,4
4.5,3.5,4.5,Irish Cream Ale,3.5,4,Pete's Wicked Wanderlust Irish Cream Ale,6.94,19950,,3.8
4.5,4,4,Irish Pale Ale,4,4,Orval Trappist Ale,6.77,129,,4
4,4,4.5,Irish Red Ale,4,4,O'Hara's Irish Red,7.11,22181,,4.1
4,3,4,Irish Dry Stout,3.5,4,Murphy's Irish Stout,5.63,703,,3.6
4,4,4,Irish Red Ale,3.5,3.5,Murphy's Irish Red Beer,4.83,913,,3.7
4,4,4,Irish Cream Ale,3.5,4,Terrapin Golden Ale,5.97,9777,,3.9
4,3.5,3.5,Irish Cream Ale,3.5,4,Summer Solstice Cerveza Crema,5.37,23506,,3.7
4,4,4.5,Irish Lager,4,3.5,Samuel Adams Boston Lager,5.74,104,,3.9
4,4,4,Irish Red Ale,4,4.5,Harpoon Celtic Ale,5.72,47298,,4.2
4,4,4,Irish Extra Stout,4,4,Belhaven Scottish Stout,5.32,48194,,4
4,4.5,4,Irish Extra Stout,4,4,Asahi Black (Kuronama),7.39,3969,,4.1
4,4,4,Irish Pale Ale,4,4,Verboten,5.19,58482,,4
3.5,3.5,4,Irish Lager,3.5,3.5,Blue Point Toasted Lager,6.44,2318,,3.6
3.5,3.5,3.5,Irish Red Ale,3,3,Starr Hill Amber Ale,6.71,29993,,3.2
3.5,3.5,3.5,Irish Pale Ale,4,4,Old Dominion Spring Buck,5.1,40797,,3.8
3.5,3.5,3.5,Irish Lager,3.5,3.5,Oktoberfest,6.21,13824,,3.5
3,3,2.5,Irish Pale Ale,3,3.5,Saranac Belgian Ale,6.27,26617,,3.1
3,3.5,3,Irish Red Ale,3.5,3,Saranac Irish Red Ale,6.83,43835,,3.3
2.5,3.5,3.5,Irish Pale Ale,3.5,2.5,Karma,6.4,23042,,3.2
2.5,2.5,3,Irish Cream Ale,2.5,2.5,Genesee Irish Cream Ale,6.01,1376,,2.6
4.5,3,3.5,Irish Lager,3,3.5,Amber,5.49,5,,3.2
3.5,4.5,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.29,593,,4.1
3.5,3.5,4,Irish Pale Ale,3,3.5,La Trappe Blond (Koningshoeven / Dominus),6.4,590,,3.5
4.5,4,5,Irish Red Ale,4.5,4.5,Samuel Adams Irish Red,5.07,38365,,4.5
4.5,4,4.5,Irish Lager,3,3.5,Samuel Adams Boston Lager,6.77,104,,3.7
4.5,3.5,4.5,Irish Dry Stout,4.5,4,Murphy's Irish Stout,5.62,703,,4.1
4,4,4,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.08,129,,4.2
4,4,3.5,Irish Red Ale,4,4,Harpoon Celtic Ale,5.2,47298,,3.9
5,3.5,4.5,Irish Cream Ale,4.5,5,Hale's Irish Cream Ale,4.48,2988,,4.4
4,2,2,Irish Cream Ale,3,3.5,Henry Weinhard's Blue Boar Ale,4.6,2765,,2.8
4,3.5,4,Irish Cream Ale,3.5,4,Honey Irish Cream Ale,6.6,365,,3.7
4,2,4.5,Irish Lager,4,3.5,Samuel Adams Boston Lager,5.04,104,,3.5
3,3,3,Irish Pale Ale,3,2.5,Loft,6.4,5170,,2.8
2.5,3,3,Irish Red Ale,3,3,Smithwick's Ale,6.33,1822,,3
2,2,2.5,Irish Cream Ale,2,2,Pete's Wicked Wanderlust Irish Cream Ale,7.24,19950,,2.1
1.5,2.5,3,Irish Lager,2.5,2,Dos Equis Amber Lager,5.27,171,,2.4
4.5,4,4.5,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),7.74,593,,4.2
4.5,4,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,7.13,129,,4.2
4.5,3.5,4.5,Irish Pale Ale,4,4.5,Ommegang BPA (Belgian-style Pale Ale),5.77,56875,,4.1
4.5,4,4,Irish Pale Ale,4,4,Zinnebir,6.89,38705,,4
4,3.5,4,Irish Red Ale,3.5,4,Smithwick's Ale,5.08,1822,,3.7
4,3.5,3.5,Irish Dry Stout,3.5,4,Saranac Irish Stout,4.7,55183,,3.7
4,4,4,Irish Red Ale,4,4,Samuel Adams Irish Red,5.3,38365,,4
4,4,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.48,104,,3.9
4,4,4,Irish Red Ale,4,4,Yakima Red,5.27,57286,,4
4,4,4,Irish Pale Ale,4,4,Leffe Blonde,4.98,2137,,4
4,4,4,Irish Pale Ale,4,4.5,La Trappe Isid'or,8.28,51030,,4.2
4,4,3.5,Irish Pale Ale,3.5,4,La Rullés Estivale (Bière De Gaume),4.77,29125,,3.8
4,3.5,4.5,Irish Dry Stout,3.5,3.5,Irish Dry Stout,4.48,41612,,3.7
4,3.5,3.5,Irish Dry Stout,3.5,4,Gritty McDuff's Black Fly Stout,6.56,1149,,3.7
4,3.5,3.5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,4.3,229,,4.1
4,3.5,4,Irish Pale Ale,3.5,3.5,Fischer Réserve Ambrée,4.88,39223,,3.6
4,4,4,Irish Pale Ale,3.5,4,Exit 6,5.06,59162,,3.9
4,3,4,Irish Dry Stout,4,4,O'Hara's Celebration Stout,6.74,41100,,3.8
4,4,4,Irish Dry Stout,4,4,O'Hara's Irish Stout,3.77,1751,,4
4,4,4,Irish Pale Ale,4,4.5,Dernière Volonté,5.64,18272,,4.2
4,4,4,Irish Lager,4,4,Blue Point Toasted Lager,5.81,2318,,4
3.5,3.5,3.5,Irish Pale Ale,4,4,X-Mas Zinnebir,4.63,40001,,3.8
3.5,4,4,Irish Dry Stout,4,4,Wrasslers XXXX Stout,4.96,3042,,4
3.5,3.5,3.5,Irish Lager,3,3.5,Vienna Red Lager,6.46,39810,,3.4
3.5,3,4,Irish Pale Ale,3.5,4,Verboten,5.49,58482,,3.6
3.5,4,4,Irish Dry Stout,3.5,3.5,Moylans Dragoons Dry Irish Stout,6.24,21789,,3.7
3.5,3.5,3.5,Irish Pale Ale,4,4,Monkshine,6.53,23313,,3.8
3.5,3.5,3,Irish Red Ale,3.5,3.5,McSorley's Irish Pale Ale,5.45,47166,,3.4
3.5,3.5,3.5,Irish Extra Stout,3,3.5,Hopback Entire Stout,3.9,5788,,3.4
3.5,4,4,Irish Pale Ale,3.5,3.5,Val-Dieu Blond,6.08,2574,,3.7
3.5,3.5,3.5,Irish Red Ale,3.5,3.5,Celtic Knot Irish Red Ale,7.47,23220,,3.5
3.5,4,3.5,Irish Dry Stout,4,4,Barley Town Stout,4.23,42260,,3.9
3.5,3,3,Irish Lager,3.5,3.5,Amber,7.32,5,,3.3
3.5,4,4,Irish Red Ale,3.5,3.5,Thomas Hooker Irish Style Red Ale,5.29,7492,,3.7
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,The Cannibal,7.68,61245,,3.5
3.5,3,4,Irish Cream Ale,4,3.5,Sweet Action,5.17,22193,,3.6
3.5,3.5,3.5,Irish Cream Ale,3.5,3.5,Summer Solstice Cerveza Crema,4.12,23506,,3.5
3.5,3,3,Irish Dry Stout,3.5,3.5,Snake Chaser,5.58,15884,,3.3
3.5,4,3.5,Irish Extra Stout,4,3.5,Oyster Stout,5.06,5094,,3.8
3.5,3.5,3.5,Irish Dry Stout,3.5,4,Out Of Bounds Stout,5.64,1830,,3.7
3,3.5,3,Irish Pale Ale,3.5,3,1787 Abbey Single,3.93,57692,,3.3
3,3,3.5,Irish Lager,2.5,3,Dos Equis Amber Lager,6.39,171,,3
3,3,3.5,Irish Red Ale,3.5,3.5,Porterhouse Red,5.36,5684,,3.4
3,3.5,3.5,Irish Red Ale,3.5,3.5,Harpoon Celtic Ale,6.01,47298,,3.5
3,3,3.5,Irish Dry Stout,3,3,Murphy's Irish Stout,5.89,703,,3.1
3,3.5,4,Irish Red Ale,3,4,O'Hara's Irish Red,6.05,22181,,3.6
2.5,2,3,Irish Red Ale,2.5,2.5,Saranac Irish Red Ale,6.47,43835,,2.5
2.5,3.5,3,Irish Lager,4,3,Oktoberfest,6.82,13824,,3.4
2.5,3,3,Irish Pale Ale,2.5,3,Palm / Palm Speciale,5.57,2823,,2.9
2.5,3,3,Irish Lager,3,2.5,Horny Goat Red Vixen,3.42,53984,,2.8
2,3,3,Irish Cream Ale,2.5,2.5,Derailed Black Cherry Ale,5.55,53416,,2.7
1.5,1.5,3,Irish Pale Ale,3,2.5,It's Alright!,7.05,47562,,2.5
3.5,2,5,Irish Dry Stout,4,3,Irish Dry Stout,7.57,41612,,3.4
4.5,4,4,Irish Lager,4.5,4.5,Dynamo Copper Lager,4.91,47292,,4.3
4.5,4.5,4,Irish Pale Ale,4.5,4.5,R&D Golden Ale,7.15,51187,,4.4
4,3.5,3.5,Irish Pale Ale,4,3.5,Belgian-style Amber,5.71,44535,,3.6
3.5,5,4,Irish Pale Ale,4,3,Stone Soup,5.92,35281,,3.9
4.5,4,3.5,Irish Cream Ale,4,3.5,Spotted Cow,6.26,1963,,3.8
4.5,4,4,Irish Dry Stout,4.5,4,Riley's Stout,6.18,797,,4.1
4.5,4,4,Irish Cream Ale,4,4.5,Haver Ale,5.16,8808,,4.2
4.5,5,4.5,Irish Pale Ale,4.5,4.5,R&D Golden Ale,7.11,51187,,4.6
4.5,4,4.5,Irish Lager,4,4,Great Lakes Eliot Ness,6.1,229,,4.1
4.5,4,4,Irish Dry Stout,4.5,4,O'Hara's Celebration Stout,5.56,41100,,4.1
4,3.5,4,Irish Cream Ale,4.5,4,Sweet Action,5.81,22193,,4
4,3.5,4,Irish Pale Ale,4,4,Stone Soup,4.55,35281,,3.9
4,3.5,4,Irish Red Ale,3.5,3,Saranac Irish Red Ale,4.28,43835,,3.4
4,4.5,4,Irish Pale Ale,4.5,4,Saints' Devotion,4.45,46144,,4.3
3.5,3,4,Irish Lager,4,3,Blue Point Toasted Lager,5.23,2318,,3.5
3.5,3.5,3.5,Irish Extra Stout,3.5,3.5,Strike Out Stout,4.55,178,,3.5
3.5,4,4.5,Irish Pale Ale,4,3.5,Devotion Ale,5.96,36539,,3.9
3,3,4,Irish Red Ale,2.5,3,Red Head Red Ale,5.89,5564,,3
5,3,3,Irish Cream Ale,3,3,Genesee Irish Cream Ale,6.36,1376,,3
4.5,3,3.5,Irish Red Ale,3,3.5,Porterhouse Red,5.24,5684,,3.2
4.5,4.5,4,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.04,129,,4.6
4.5,3,3.5,Irish Dry Stout,4,3,Morrighan Dry Irish Stout,5.94,53878,,3.4
4.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Local Hero #7 (Pale Rover),5.7,57756,,3.5
4.5,4,4,Irish Pale Ale,4,4,Leffe Blonde,5.81,2137,,4
4,3,3,Irish Lager,3,3.5,Irish Lager,5.37,52038,,3.2
4,4,4,Irish Extra Stout,4,4,Belhaven Scottish Stout,4.86,48194,,4
4,3.5,3.5,Irish Pale Ale,3.5,3.5,White Birch Belgian Style Pale Ale,3.62,51844,,3.5
4,3,3.5,Irish Cream Ale,3,3.5,Spotted Cow,4.56,1963,,3.2
4,3.5,3.5,Irish Red Ale,3.5,3.5,Slane's Irish Ale,7,5525,,3.5
4,3.5,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,6.62,104,,3.8
4,4,3.5,Irish Pale Ale,4,3.5,Raftman,6.08,793,,3.8
4,3,3,Irish Lager,3,3.5,Mexican Lager,4.93,52687,,3.2
4,3.5,3,Irish Cream Ale,4,3,Light Rail Ale,4.98,52099,,3.4
4,3,3.5,Irish Red Ale,4,4,Irish Red,4.99,47701,,3.7
3.5,3.5,3.5,Irish Red Ale,3.5,3.5,Renewale - 2011,6.71,65234,,3.5
3.5,3,3.5,Irish Pale Ale,4,3.5,Karma,7.19,23042,,3.5
3.5,2.5,3,Irish Cream Ale,3.5,3,Henry Weinhard's Blue Boar Ale,6.36,2765,,3
3.5,3,3.5,Irish Dry Stout,3,3,Black Irish,7.01,55520,,3.1
3,3,3.5,Irish Dry Stout,3.5,3,Wrasslers XXXX Stout,7.35,3042,,3.2
3,3,2.5,Irish Lager,3,3,Dos Equis Amber Lager,5.46,171,,2.9
3,3,3,Irish Dry Stout,2.5,3,Oyster Stout,4.69,5686,,2.9
4,4,4,Irish Dry Stout,4,4.5,Saranac Irish Stout,3.53,55183,,4.2
4.5,3.5,4,Irish Red Ale,4,4,Smithwick's Ale,4.84,1822,,3.9
5,3,3,Irish Cream Ale,5,3.5,Spotted Cow,5.99,1963,,3.7
4.5,3.5,4,Irish Lager,4,4,Special Amber,5.86,97,,3.9
4,3.5,4,Irish Lager,4,4.5,Samuel Adams Boston Lager,5.16,104,,4
4,3,3,Irish Lager,4.5,4,FireBrick,5.27,2032,,3.7
3.5,3,4,Irish Red Ale,3.5,3,O'Hara's Irish Red,6.77,22181,,3.3
3.5,4,3.5,Irish Lager,4,4.5,Great Lakes Eliot Ness,5.09,229,,4.1
3,4.5,4,Irish Lager,3,3,Edgar Lager,7.04,12884,,3.5
4.5,5,4.5,Irish Pale Ale,4,4,R&D Golden Ale,5.99,51187,,4.3
4.5,4,4.5,Irish Pale Ale,4,4,Duvel Single,6.06,45379,,4.1
4,3.5,4,Irish Extra Stout,4,3.5,Stout,5.05,41862,,3.7
4,3.5,4.5,Irish Extra Stout,4,4,Belhaven Scottish Stout,7.88,48194,,4
4,3,4,Irish Cream Ale,4,3,Spotted Cow,4.68,1963,,3.5
4,3,3.5,Irish Lager,4,3,Special Amber,7.21,97,,3.4
4,4,4.5,Irish Dry Stout,4,3.5,Snake Chaser,5.8,15884,,3.9
3.5,3.5,3,Irish Red Ale,3.5,3,Great Lakes Conway's Irish Ale,5.78,5096,,3.3
3.5,3.5,3.5,Irish Pale Ale,3.5,3,Eisenbahn S.A.P.A. (South American Pale Ale),4.52,33926,,3.3
3.5,4,4,Irish Pale Ale,4,3.5,Demolition,7.79,49003,,3.8
3.5,4,4,Irish Pale Ale,3.5,3.5,Stone Soup,4.38,35281,,3.7
3,4,4.5,Irish Pale Ale,3.5,2.5,BottleTree Belgian Blonde,6.47,61069,,3.5
2.5,3,4.5,Irish Lager,3,2.5,Horny Goat Red Vixen,6.67,53984,,3.1
2,4.5,5,Irish Pale Ale,4,2.5,Orval Trappist Ale,7.07,129,,3.8
4.5,3.5,3,Irish Red Ale,4,4,Cherokee Red Ale,6.38,41069,,3.7
3,3.5,4,Irish Pale Ale,3.5,4,Maredsous 6 - Blonde,6.25,6972,,3.7
4.5,4.5,5,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",5.21,20524,,4.3
4.5,4.5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,5.94,129,,4.5
4,4.5,5,Irish Dry Stout,4.5,4.5,O'Hara's Celebration Stout,5.61,41100,,4.6
5,5,5,Irish Pale Ale,4.5,5,Orval Trappist Ale,5.88,129,,4.9
4,4.5,4,Irish Pale Ale,4,3.5,Rayon Vert,6.79,76323,,4
3,2,3,Irish Lager,3,2.5,Dos Equis Amber Lager,5.21,171,,2.6
4,3.5,3.5,Irish Pale Ale,3,3.5,Rare Vos (Amber Ale),4.83,593,,3.4
4,4,4.5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,5.59,229,,4.4
3.5,3.5,4.5,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",5.21,20524,,4
3,4,3.5,Irish Pale Ale,3,3.5,Raftman,4.78,793,,3.5
2.5,3.5,4,Irish Extra Stout,3.5,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),6.04,55547,,3.6
4,3,3.5,Irish Red Ale,4,4,Irish Ale,6.32,3279,,3.7
3.5,4,4.5,Irish Pale Ale,3.5,3.5,Orval Trappist Ale,5.18,129,,3.8
3.5,3,3.5,Irish Red Ale,3.5,3,Celtic Red Ale,6.87,28866,,3.2
3,2.5,3.5,Irish Lager,4,3.5,La Puténa,5.22,15903,,3.4
3,3,4,Irish Red Ale,2.5,2.5,Irish Red Ale,6.1,29489,,2.9
2.5,2,4,Irish Pale Ale,3.5,2.5,Raftman,4.96,793,,2.9
5,5,5,Irish Pale Ale,4.5,5,Orval Trappist Ale,5.98,129,,4.9
3.5,3,3,Irish Pale Ale,3,3.5,Zinnebir,5.96,38705,,3.2
1,1,2,Irish Pale Ale,1.5,1,Ultramour,6.08,9067,,1.3
3.5,3,3,Irish Pale Ale,3.5,4,La Trappe Blond (Koningshoeven / Dominus),5.48,590,,3.5
4.5,3.5,4.5,Irish Pale Ale,4,4,Bruegel Amber Ale,5.22,1645,,4
4,4.5,4.5,Irish Pale Ale,4,4,Augustijn Blond,6.45,54453,,4.2
4,4,4.5,Irish Cream Ale,4,4.5,Summer Solstice Cerveza Crema,6.32,23506,,4.2
4,3.5,4,Irish Pale Ale,4,3.5,Rare Vos (Amber Ale),5.15,593,,3.7
3.5,4,3.5,Irish Pale Ale,3,3.5,Harpoon Irish Pale Ale,6.56,33976,,3.5
4.5,5,4.5,Irish Pale Ale,3.5,4.5,Orval Trappist Ale,6,129,,4.3
5,5,5,Irish Pale Ale,5,4.5,Orval Trappist Ale,7.11,129,,4.8
5,4,4.5,Irish Lager,4.5,4,Samuel Adams Boston Lager,5.37,104,,4.2
4.5,4.5,4.5,Irish Pale Ale,4.5,4,Rare Vos (Amber Ale),5.86,593,,4.3
4.5,4.5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,5.05,129,,4.5
4,3.5,3,Irish Cream Ale,3.5,3.5,Summer Solstice Cerveza Crema,7.24,23506,,3.4
4,4,4,Irish Pale Ale,4,4,Devotion Ale,4.62,36539,,4
1,1,3,Irish Pale Ale,2,1.5,It's Alright!,6.31,47562,,1.8
5,4,4,Irish Dry Stout,4.5,4.5,Oyster Stout,5.66,5686,,4.3
4.5,3,3,Irish Red Ale,4,4.5,Smithwick's Ale,5.97,1822,,3.8
4.5,4,3,Irish Cream Ale,4,4,Sweet Action,6.8,22193,,3.8
4.5,4.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,8.44,129,,4.2
4,4,4,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",6.01,20524,,4
4,4,3.5,Irish Pale Ale,4,3.5,Very Speciale Belge (Allagash Collaboration),6.54,73151,,3.8
4,3.5,5,Irish Pale Ale,3.5,3.5,Treasure Chest,6.97,69983,,3.8
4,4,4.5,Irish Lager,4,3.5,Samuel Adams Boston Lager,5.59,104,,3.9
4,4,4,Irish Red Ale,3.5,4,Red Trolley Ale,5.5,6428,,3.9
2.5,3,4,Irish Dry Stout,3.5,3,Murphy's Irish Stout,5.94,703,,3.3
4,3,4,Irish Pale Ale,3,3,Palm Dobbel,4.73,9082,,3.2
3.5,4,4.5,Irish Pale Ale,2,3,Taras Boulba,5.42,32846,,3.2
3.5,4,4,Irish Pale Ale,4.5,3.5,Royal,5.48,23531,,4
3.5,4,4,Irish Pale Ale,3,3.5,La Trappe Isid'or,7.02,51030,,3.6
3.5,4,3.5,Irish Pale Ale,2.5,3.5,Gruut Blond,6.56,67676,,3.3
3,3.5,4,Irish Pale Ale,3.5,3,Barbe D'Or,5.34,63627,,3.4
3.5,1.5,4,Irish Lager,3.5,1.5,Samuel Adams Boston Lager,4.46,104,,2.5
5,3,3.5,Irish Pale Ale,4.5,4,Karma,6.46,23042,,3.8
4.5,3.5,5,Irish Lager,5,4,Edgar Lager,4.39,12884,,4.3
4.5,3,3.5,Irish Cream Ale,4,4,Spotted Cow,6.59,1963,,3.7
4.5,3.5,4,Irish Pale Ale,3.5,4,Leffe Blonde,6.21,2137,,3.7
4,4,4,Irish Pale Ale,4,4,Springboard,7.38,34717,,4
4,4,4,Irish Pale Ale,3.5,4,"Luciérnaga, The Firefly",5.57,20524,,3.9
3.5,3,3.5,Irish Lager,4,3,FireBrick,4.99,2032,,3.4
4,4,3.5,Irish Lager,4,4.5,Samuel Adams Boston Lager,6.03,104,,4.1
4.5,4,4.5,Irish Lager,4,4.5,Samuel Adams Boston Lager,5.57,104,,4.2
4,3.5,4,Irish Pale Ale,3,3.5,Leffe Blonde,6.03,2137,,3.5
3.5,3.5,4,Irish Lager,4,4,La Puténa,5.26,15903,,3.9
3.5,5,4,Irish Pale Ale,3,3.5,Dernière Volonté,5.91,18272,,3.8
3,4,4.5,Irish Dry Stout,3.5,3.5,Out Of Bounds Stout,4.49,1830,,3.8
2,3,4.5,Irish Pale Ale,2,2.5,Bruegel Amber Ale,5.84,1645,,2.8
2,3,3.5,Irish Red Ale,3,3.5,Harpoon Celtic Ale,5.93,47298,,3.2
1.5,2.5,3.5,Irish Pale Ale,1.5,2,X-Mas Zinnebir,5.99,40001,,2.2
4.5,4.5,4,Irish Pale Ale,4,4,Lips Of Faith - Le Fleur Misseur?,5.48,42943,,4.1
4.5,4.5,3.5,Irish Cream Ale,4.5,4,Sweet Action,6.88,22193,,4.2
4.5,4.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,7.02,129,,4.2
4,4,4.5,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",6.75,20524,,4.1
3.5,4.5,4,Irish Pale Ale,4,3.5,Stone Soup,6.18,35281,,4
3.5,3.5,3.5,Irish Pale Ale,4,3.5,Springboard,4.82,34717,,3.6
3,3,3,Irish Pale Ale,2.5,3,Nimbus Belgian Gold,5.52,36630,,2.9
4.5,4,3.5,Irish Pale Ale,4,4,Harpoon Irish Pale Ale,5.02,33976,,3.9
4,3.5,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,6.12,104,,3.8
4,3.5,4,Irish Red Ale,4,4,Casco Bay RipTide Red Ale,7.8,714,,3.9
3.5,3.5,3,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.84,38365,,3.4
5,4.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,6.05,129,,4.2
3,3,3,Irish Dry Stout,3,2.5,806 Stout,4.78,67265,,2.8
5,4,3,Irish Pale Ale,3.5,4,Taras Boulba,7.41,32846,,3.7
4.5,3,3.5,Irish Lager,4,4,Blue Point Toasted Lager,7.5,2318,,3.7
3,3,3.5,Irish Dry Stout,3,3,Oyster Stout,7.48,5686,,3.1
